Original Molecule,Similar Molecules Above Threshold
CHEMBL3946054,CHEMBL4110994:0.6513761467889908; CHEMBL4108328:0.6396396396396397; CHEMBL4109981:0.6068376068376068; CHEMBL4108048:0.6396396396396397; CHEMBL4108131:0.6605504587155964; CHEMBL4106959:0.6396396396396397; CHEMBL3921770:0.6513761467889908; CHEMBL3904868:0.6396396396396397; CHEMBL3928364:0.6068376068376068; CHEMBL3928874:0.6396396396396397; CHEMBL3912790:0.6605504587155964; CHEMBL3927694:0.6396396396396397; CHEMBL4108064:0.6339285714285714; CHEMBL3943287:0.6339285714285714; CHEMBL3912773:0.6283185840707964; CHEMBL4109299:0.6283185840707964; CHEMBL3944374:0.6203703703703703; CHEMBL3912486:0.616822429906542; CHEMBL3966518:0.776595744680851; CHEMBL3955673:0.7978723404255319; CHEMBL3966669:0.7019230769230769; CHEMBL3985905:0.7653061224489796; CHEMBL3975174:0.7575757575757576; CHEMBL3949252:0.75; CHEMBL4112847:0.6952380952380952; CHEMBL3914687:0.7156862745098039; CHEMBL3924432:0.7019230769230769; CHEMBL3927793:0.7087378640776699; CHEMBL3918999:0.7575757575757576; CHEMBL3946816:0.75; CHEMBL3961077:0.6944444444444444; CHEMBL3942210:0.6886792452830188; CHEMBL3905215:0.7755102040816326; CHEMBL3933229:0.6517857142857143; CHEMBL3981870:0.6886792452830188; CHEMBL3920077:0.7572815533980582; CHEMBL3893276:0.719626168224299; CHEMBL3944288:0.7878787878787878; CHEMBL3908670:0.6283185840707964; CHEMBL3937693:0.6698113207547169; CHEMBL3961600:0.6486486486486487; CHEMBL3986148:0.6396396396396397
CHEMBL3961085,CHEMBL4108328:0.7476635514018691; CHEMBL4108048:0.6846846846846847; CHEMBL4108131:0.631578947368421; CHEMBL4106959:0.6120689655172413; CHEMBL3904868:0.7476635514018691; CHEMBL3928874:0.6846846846846847; CHEMBL3912790:0.631578947368421; CHEMBL3927694:0.6120689655172413; CHEMBL4108064:0.6785714285714286; CHEMBL3943287:0.6785714285714286; CHEMBL3912773:0.672566371681416; CHEMBL4109299:0.672566371681416; CHEMBL3890471:0.7428571428571429; CHEMBL3944374:0.7647058823529411; CHEMBL3970478:0.75; CHEMBL3945552:0.8282828282828283; CHEMBL3950819:0.6083333333333333; CHEMBL3982917:0.6347826086956522; CHEMBL3937691:0.6134453781512605; CHEMBL3928796:0.6607142857142857; CHEMBL3904320:0.6293103448275862; CHEMBL3905385:0.6239316239316239; CHEMBL3976147:0.6460176991150443; CHEMBL3914369:0.6293103448275862; CHEMBL3963412:0.6788990825688074; CHEMBL3897339:0.6460176991150443; CHEMBL3904926:0.6754385964912281; CHEMBL3967237:0.6936936936936937; CHEMBL3950885:0.6186440677966102; CHEMBL3949250:0.6293103448275862; CHEMBL3895212:0.6083333333333333; CHEMBL3908670:0.672566371681416; CHEMBL3937693:0.7169811320754716; CHEMBL3961600:0.7407407407407407; CHEMBL3902998:0.6727272727272727; CHEMBL3930976:0.6517857142857143; CHEMBL3970996:0.6239316239316239; CHEMBL3944874:0.6814159292035398; CHEMBL3959922:0.6875; CHEMBL3932428:0.6607142857142857; CHEMBL3954617:0.6460176991150443; CHEMBL3951326:0.6134453781512605; CHEMBL3975390:0.6754385964912281; CHEMBL3986148:0.6846846846846847
CHEMBL3986148,CHEMBL4110994:0.6909090909090909; CHEMBL4108328:0.8252427184466019; CHEMBL4109981:0.6869565217391305; CHEMBL4108048:0.8076923076923077; CHEMBL4108131:0.7476635514018691; CHEMBL4106959:0.7247706422018348; CHEMBL3921770:0.6909090909090909; CHEMBL3904868:0.8252427184466019; CHEMBL3928364:0.6869565217391305; CHEMBL3928874:0.8076923076923077; CHEMBL3912790:0.7476635514018691; CHEMBL3927694:0.7247706422018348; CHEMBL4108064:0.8; CHEMBL3943287:0.8; CHEMBL3912773:0.7924528301886793; CHEMBL4109299:0.7924528301886793; CHEMBL3942941:0.6068376068376068; CHEMBL3981375:0.6206896551724138; CHEMBL3890471:0.7037037037037037; CHEMBL3944374:0.7920792079207921; CHEMBL3970478:0.7264150943396226; CHEMBL3945552:0.7333333333333333; CHEMBL3950819:0.6302521008403361; CHEMBL3982917:0.6875; CHEMBL3937691:0.635593220338983; CHEMBL3928796:0.6696428571428571; CHEMBL3904320:0.6521739130434783; CHEMBL3905385:0.6324786324786325; CHEMBL3976147:0.7; CHEMBL3914369:0.6379310344827587; CHEMBL3963412:0.6727272727272727; CHEMBL3897339:0.6548672566371682; CHEMBL3904926:0.6551724137931034; CHEMBL3967237:0.6578947368421053; CHEMBL3950885:0.6410256410256411; CHEMBL3949250:0.6521739130434783; CHEMBL3966518:0.7128712871287128; CHEMBL3895212:0.6302521008403361; CHEMBL3955673:0.6826923076923077; CHEMBL3966669:0.6339285714285714; CHEMBL3985905:0.6574074074074074; CHEMBL3975174:0.6513761467889908; CHEMBL3949252:0.6454545454545455; CHEMBL4112847:0.6283185840707964; CHEMBL3914687:0.6454545454545455; CHEMBL3924432:0.6339285714285714; CHEMBL3927793:0.6396396396396397; CHEMBL3918999:0.6513761467889908; CHEMBL3946816:0.6454545454545455; CHEMBL3961077:0.6153846153846154; CHEMBL3942210:0.6228070175438597; CHEMBL3905215:0.6513761467889908; CHEMBL3933229:0.6186440677966102; CHEMBL3981870:0.6517857142857143; CHEMBL3920077:0.6120689655172413; CHEMBL3908670:0.7924528301886793; CHEMBL3937693:0.8484848484848485; CHEMBL3961600:0.8; CHEMBL3902998:0.6818181818181818; CHEMBL3930976:0.7064220183486238; CHEMBL3970996:0.646551724137931; CHEMBL3944874:0.646551724137931; CHEMBL3959922:0.6666666666666666; CHEMBL3932428:0.6846846846846847; CHEMBL3954617:0.7; CHEMBL3951326:0.6495726495726496; CHEMBL3975390:0.6695652173913044; CHEMBL3946054:0.6396396396396397; CHEMBL3961085:0.6846846846846847
CHEMBL3907155,CHEMBL3608680:0.6385542168674698; CHEMBL3608741:1.0; CHEMBL3977343:0.6385542168674698; CHEMBL4112608:0.782051282051282; CHEMBL4110242:0.8441558441558441; CHEMBL3895534:0.782051282051282
CHEMBL4110064,CHEMBL3422010:0.6444444444444445; CHEMBL3422018:0.6373626373626373; CHEMBL4108623:0.6041666666666666; CHEMBL4108578:0.6304347826086957; CHEMBL4115030:0.6105263157894737; CHEMBL3422017:0.6373626373626373; CHEMBL3422007:0.6555555555555556; CHEMBL4114218:0.6304347826086957; CHEMBL3422008:0.6344086021505376; CHEMBL3422011:0.6444444444444445; CHEMBL3422013:0.6276595744680851; CHEMBL3422014:0.6170212765957447; CHEMBL3422016:0.6555555555555556; CHEMBL4112270:0.6236559139784946; CHEMBL4111118:0.6041666666666666; CHEMBL4110178:0.6304347826086957; CHEMBL4112613:0.6304347826086957; CHEMBL4111525:0.6041666666666666
CHEMBL3617549,CHEMBL3617559:0.6052631578947368; CHEMBL3617553:0.6081081081081081; CHEMBL3617552:0.6301369863013698
CHEMBL120632,CHEMBL1121:0.6060606060606061; CHEMBL1328:0.6470588235294118; CHEMBL64605:0.719626168224299; CHEMBL333762:0.6071428571428571; CHEMBL1917058:0.6416666666666667; CHEMBL3400294:0.6203703703703703
CHEMBL2371224,CHEMBL2371225:0.776; CHEMBL2371223:0.7698412698412699; CHEMBL2371221:0.7698412698412699; CHEMBL2371222:0.7698412698412699; CHEMBL3143501:0.6838235294117647; CHEMBL177799:0.7698412698412699
CHEMBL317108,CHEMBL330409:0.7634408602150538; CHEMBL318569:0.6237623762376238
CHEMBL420459,NA
CHEMBL329305,CHEMBL330409:0.6413043478260869; CHEMBL100548:0.6741573033707865; CHEMBL101456:0.7866666666666666; CHEMBL329984:1.0; CHEMBL334020:0.6153846153846154; CHEMBL330977:1.0; CHEMBL120031:0.7727272727272727; CHEMBL331763:0.7083333333333334; CHEMBL332601:0.7411764705882353; CHEMBL120363:0.7816091954022989; CHEMBL121028:0.7727272727272727; CHEMBL120657:0.7419354838709677; CHEMBL331244:0.7816091954022989; CHEMBL333517:0.7472527472527473; CHEMBL119608:0.7083333333333334; CHEMBL415240:0.7555555555555555; CHEMBL402702:0.6238532110091743; CHEMBL331405:0.7311827956989247; CHEMBL118189:0.8625; CHEMBL120021:0.7472527472527473; CHEMBL331468:0.7727272727272727; CHEMBL331119:0.7640449438202247; CHEMBL433028:0.6831683168316832; CHEMBL330854:0.6046511627906976; CHEMBL118954:0.8518518518518519; CHEMBL332850:0.6601941747572816
CHEMBL319795,CHEMBL101063:0.6296296296296297; CHEMBL102867:0.6966292134831461; CHEMBL101125:0.6888888888888889; CHEMBL103968:0.75; CHEMBL103750:0.7439024390243902; CHEMBL317081:0.8414634146341463
CHEMBL339451,CHEMBL339907:1.0; CHEMBL338526:0.6902654867256637; CHEMBL436382:1.0; CHEMBL339931:1.0; CHEMBL338752:1.0; CHEMBL341045:1.0; CHEMBL338072:0.7383177570093458; CHEMBL435404:0.635593220338983; CHEMBL336965:1.0; CHEMBL337934:0.635593220338983; CHEMBL262679:1.0; CHEMBL406359:0.6147540983606558; CHEMBL337933:0.635593220338983
CHEMBL262679,CHEMBL339907:1.0; CHEMBL338526:0.6902654867256637; CHEMBL436382:1.0; CHEMBL339931:1.0; CHEMBL338752:1.0; CHEMBL341045:1.0; CHEMBL339451:1.0; CHEMBL338072:0.7383177570093458; CHEMBL435404:0.635593220338983; CHEMBL336965:1.0; CHEMBL337934:0.635593220338983; CHEMBL406359:0.6147540983606558; CHEMBL337933:0.635593220338983
CHEMBL338382,CHEMBL338526:0.6206896551724138; CHEMBL340327:0.7117117117117117; CHEMBL126957:0.6724137931034483; CHEMBL338300:0.6554621848739496; CHEMBL338072:0.7264150943396226; CHEMBL338525:0.6610169491525424; CHEMBL434631:0.6446280991735537; CHEMBL435404:0.6964285714285714; CHEMBL129070:0.8514851485148515; CHEMBL337934:0.6964285714285714; CHEMBL406359:0.6869565217391305; CHEMBL337933:0.6964285714285714
CHEMBL319096,CHEMBL313829:0.6804123711340206; CHEMBL99065:0.7319587628865979; CHEMBL276676:0.6774193548387096
CHEMBL291033,CHEMBL2062154:0.6228070175438597; CHEMBL95793:0.8602150537634409; CHEMBL319120:0.7142857142857143; CHEMBL330390:0.6422018348623854; CHEMBL329088:0.8333333333333334; CHEMBL316462:0.7722772277227723; CHEMBL95115:0.7142857142857143; CHEMBL328852:0.8; CHEMBL96036:0.7446808510638298; CHEMBL99076:0.7872340425531915; CHEMBL318238:0.71875; CHEMBL320823:0.6086956521739131; CHEMBL432389:0.8333333333333334; CHEMBL95689:0.6; CHEMBL276676:0.6039603960396039; CHEMBL317999:0.6542056074766355; CHEMBL433407:0.8333333333333334
CHEMBL165869,NA
CHEMBL3351058,CHEMBL3351050:0.712; CHEMBL3351055:0.72; CHEMBL3351052:0.7307692307692307; CHEMBL3351056:0.8130081300813008
CHEMBL3351048,CHEMBL3351054:0.648; CHEMBL3351049:1.0; CHEMBL3351061:0.7946428571428571; CHEMBL3351060:0.6190476190476191; CHEMBL3351053:0.624; CHEMBL2372784:0.8301886792452831; CHEMBL3351062:0.624; CHEMBL3350335:0.6403508771929824
CHEMBL331394,CHEMBL336381:0.7230769230769231; CHEMBL430298:0.7045454545454546; CHEMBL411201:0.6818181818181818; CHEMBL265595:0.6888888888888889; CHEMBL132314:0.6940298507462687; CHEMBL206974:0.6940298507462687; CHEMBL218763:0.7045454545454546; CHEMBL408083:0.6940298507462687; CHEMBL218327:0.7045454545454546; CHEMBL205965:0.636986301369863; CHEMBL382349:0.6940298507462687; CHEMBL407057:0.6888888888888889; CHEMBL333477:0.7964601769911505; CHEMBL331517:0.8181818181818182; CHEMBL119992:0.8333333333333334; CHEMBL333516:0.7622950819672131; CHEMBL333762:0.7545454545454545; CHEMBL330785:0.782608695652174; CHEMBL411271:0.62; CHEMBL334114:0.8333333333333334; CHEMBL339421:0.7622950819672131; CHEMBL120452:0.782608695652174; CHEMBL100538:0.8611111111111112; CHEMBL120401:0.8181818181818182; CHEMBL431676:0.8571428571428571; CHEMBL118610:0.8490566037735849; CHEMBL120257:0.8035714285714286; CHEMBL332180:0.8490566037735849; CHEMBL331495:0.8035714285714286; CHEMBL262197:0.9134615384615384; CHEMBL120150:0.8454545454545455; CHEMBL120335:0.8962264150943396; CHEMBL122012:0.8691588785046729; CHEMBL261934:0.8454545454545455; CHEMBL120827:0.8407079646017699; CHEMBL59865:0.8773584905660378; CHEMBL122934:0.7704918032786885; CHEMBL123056:0.8256880733944955; CHEMBL321456:0.8715596330275229; CHEMBL120528:0.8181818181818182; CHEMBL119960:0.8378378378378378; CHEMBL122872:0.8942307692307693; CHEMBL382409:0.636986301369863; CHEMBL408330:0.6940298507462687; CHEMBL3400294:0.6068376068376068
CHEMBL120257,CHEMBL336381:0.6617647058823529; CHEMBL430298:0.656934306569343; CHEMBL411201:0.6716417910447762; CHEMBL265595:0.6428571428571429; CHEMBL132314:0.6474820143884892; CHEMBL206974:0.6474820143884892; CHEMBL218763:0.656934306569343; CHEMBL408083:0.6474820143884892; CHEMBL218327:0.656934306569343; CHEMBL382349:0.6474820143884892; CHEMBL407057:0.6428571428571429; CHEMBL333477:0.782608695652174; CHEMBL331517:0.8035714285714286; CHEMBL119992:0.8181818181818182; CHEMBL333516:0.7086614173228346; CHEMBL333762:0.7410714285714286; CHEMBL330785:0.7692307692307693; CHEMBL334114:0.8181818181818182; CHEMBL339421:0.7086614173228346; CHEMBL120452:0.7692307692307693; CHEMBL100538:0.7964601769911505; CHEMBL120401:0.8035714285714286; CHEMBL431676:0.8411214953271028; CHEMBL331394:0.8035714285714286; CHEMBL118610:0.8333333333333334; CHEMBL332180:0.8333333333333334; CHEMBL331495:1.0; CHEMBL262197:0.8108108108108109; CHEMBL120150:0.782608695652174; CHEMBL120335:0.7964601769911505; CHEMBL122012:0.8035714285714286; CHEMBL261934:0.7982456140350878; CHEMBL120827:0.75; CHEMBL59865:0.8108108108108109; CHEMBL122934:0.703125; CHEMBL123056:0.8108108108108109; CHEMBL321456:0.7758620689655172; CHEMBL120528:0.8035714285714286; CHEMBL119960:0.7758620689655172; CHEMBL122872:0.8256880733944955; CHEMBL408330:0.6474820143884892
CHEMBL120150,CHEMBL336381:0.6940298507462687; CHEMBL430298:0.6888888888888889; CHEMBL411201:0.6666666666666666; CHEMBL265595:0.6739130434782609; CHEMBL132314:0.6788321167883211; CHEMBL206974:0.6788321167883211; CHEMBL218763:0.6888888888888889; CHEMBL408083:0.6788321167883211; CHEMBL218327:0.6888888888888889; CHEMBL205965:0.6241610738255033; CHEMBL382349:0.6788321167883211; CHEMBL407057:0.6739130434782609; CHEMBL333477:0.7758620689655172; CHEMBL331517:0.7964601769911505; CHEMBL119992:0.8272727272727273; CHEMBL333516:0.744; CHEMBL333762:0.7345132743362832; CHEMBL330785:0.7627118644067796; CHEMBL411271:0.64; CHEMBL334114:0.8272727272727273; CHEMBL339421:0.744; CHEMBL120452:0.7627118644067796; CHEMBL100538:0.8378378378378378; CHEMBL120401:0.7964601769911505; CHEMBL431676:0.8333333333333334; CHEMBL331394:0.8454545454545455; CHEMBL118610:0.8256880733944955; CHEMBL120257:0.782608695652174; CHEMBL332180:0.8256880733944955; CHEMBL331495:0.782608695652174; CHEMBL262197:0.8532110091743119; CHEMBL120335:0.8378378378378378; CHEMBL122012:0.8454545454545455; CHEMBL261934:0.8230088495575221; CHEMBL120827:0.788135593220339; CHEMBL59865:0.8532110091743119; CHEMBL122934:0.7380952380952381; CHEMBL123056:0.8035714285714286; CHEMBL321456:0.8157894736842105; CHEMBL120528:0.7964601769911505; CHEMBL119960:0.8157894736842105; CHEMBL122872:0.8691588785046729; CHEMBL382409:0.6241610738255033; CHEMBL408330:0.6788321167883211
CHEMBL122012,CHEMBL336381:0.7099236641221374; CHEMBL430298:0.7045454545454546; CHEMBL411201:0.6946564885496184; CHEMBL265595:0.6888888888888889; CHEMBL132314:0.6940298507462687; CHEMBL206974:0.6940298507462687; CHEMBL218763:0.7045454545454546; CHEMBL408083:0.6940298507462687; CHEMBL218327:0.7045454545454546; CHEMBL205965:0.6482758620689655; CHEMBL382349:0.6940298507462687; CHEMBL407057:0.6888888888888889; CHEMBL333477:0.7964601769911505; CHEMBL331517:0.8181818181818182; CHEMBL119992:0.8333333333333334; CHEMBL333516:0.7622950819672131; CHEMBL333762:0.7545454545454545; CHEMBL330785:0.782608695652174; CHEMBL411271:0.62; CHEMBL334114:0.8333333333333334; CHEMBL339421:0.7622950819672131; CHEMBL120452:0.782608695652174; CHEMBL100538:0.9142857142857143; CHEMBL120401:0.8181818181818182; CHEMBL431676:0.8571428571428571; CHEMBL331394:0.8691588785046729; CHEMBL118610:0.8490566037735849; CHEMBL120257:0.8035714285714286; CHEMBL332180:0.8490566037735849; CHEMBL331495:0.8035714285714286; CHEMBL262197:0.8773584905660378; CHEMBL120150:0.8454545454545455; CHEMBL120335:0.8611111111111112; CHEMBL261934:0.8454545454545455; CHEMBL120827:0.808695652173913; CHEMBL59865:0.8952380952380953; CHEMBL122934:0.8; CHEMBL123056:0.8256880733944955; CHEMBL321456:0.8378378378378378; CHEMBL120528:0.8181818181818182; CHEMBL119960:0.8888888888888888; CHEMBL122872:0.8942307692307693; CHEMBL382409:0.6482758620689655; CHEMBL408330:0.6940298507462687; CHEMBL3400294:0.6068376068376068
CHEMBL120827,CHEMBL336381:0.6811594202898551; CHEMBL430298:0.6762589928057554; CHEMBL411201:0.6428571428571429; CHEMBL265595:0.6619718309859155; CHEMBL132314:0.6666666666666666; CHEMBL206974:0.6666666666666666; CHEMBL218763:0.6762589928057554; CHEMBL408083:0.6666666666666666; CHEMBL218327:0.6762589928057554; CHEMBL205965:0.625; CHEMBL382349:0.6666666666666666; CHEMBL407057:0.6619718309859155; CHEMBL333477:0.743801652892562; CHEMBL331517:0.7627118644067796; CHEMBL119992:0.7758620689655172; CHEMBL333516:0.7153846153846154; CHEMBL333762:0.7033898305084746; CHEMBL330785:0.7317073170731707; CHEMBL411271:0.6089743589743589; CHEMBL334114:0.7758620689655172; CHEMBL339421:0.7153846153846154; CHEMBL120452:0.7317073170731707; CHEMBL100538:0.8017241379310345; CHEMBL120401:0.7627118644067796; CHEMBL431676:0.7964601769911505; CHEMBL331394:0.8407079646017699; CHEMBL118610:0.7894736842105263; CHEMBL120257:0.75; CHEMBL332180:0.7894736842105263; CHEMBL331495:0.75; CHEMBL262197:0.8482142857142857; CHEMBL120150:0.788135593220339; CHEMBL120335:0.8333333333333334; CHEMBL122012:0.808695652173913; CHEMBL261934:0.788135593220339; CHEMBL59865:0.8157894736842105; CHEMBL122934:0.7230769230769231; CHEMBL123056:0.7692307692307693; CHEMBL321456:0.811965811965812; CHEMBL120528:0.7627118644067796; CHEMBL119960:0.7815126050420168; CHEMBL122872:0.8303571428571429; CHEMBL382409:0.625; CHEMBL408330:0.6666666666666666
CHEMBL122872,CHEMBL336381:0.7265625; CHEMBL430298:0.7209302325581395; CHEMBL411201:0.6976744186046512; CHEMBL265595:0.7045454545454546; CHEMBL132314:0.7099236641221374; CHEMBL206974:0.7099236641221374; CHEMBL218763:0.7209302325581395; CHEMBL408083:0.7099236641221374; CHEMBL218327:0.7209302325581395; CHEMBL205965:0.6503496503496503; CHEMBL382349:0.7099236641221374; CHEMBL407057:0.7045454545454546; CHEMBL333477:0.8181818181818182; CHEMBL331517:0.8411214953271028; CHEMBL119992:0.8571428571428571; CHEMBL333516:0.7815126050420168; CHEMBL333762:0.7757009345794392; CHEMBL330785:0.8035714285714286; CHEMBL411271:0.6326530612244898; CHEMBL334114:0.8571428571428571; CHEMBL339421:0.7815126050420168; CHEMBL120452:0.8035714285714286; CHEMBL100538:0.8857142857142857; CHEMBL120401:0.8411214953271028; CHEMBL431676:0.8823529411764706; CHEMBL331394:0.8942307692307693; CHEMBL118610:0.8737864077669902; CHEMBL120257:0.8256880733944955; CHEMBL332180:0.8737864077669902; CHEMBL331495:0.8256880733944955; CHEMBL262197:0.9029126213592233; CHEMBL120150:0.8691588785046729; CHEMBL120335:0.8857142857142857; CHEMBL122012:0.8942307692307693; CHEMBL261934:0.8691588785046729; CHEMBL120827:0.8303571428571429; CHEMBL59865:0.9029126213592233; CHEMBL122934:0.775; CHEMBL123056:0.8490566037735849; CHEMBL321456:0.8611111111111112; CHEMBL120528:0.8411214953271028; CHEMBL119960:0.8611111111111112; CHEMBL382409:0.6503496503496503; CHEMBL408330:0.7099236641221374; CHEMBL3400294:0.6228070175438597
CHEMBL266990,CHEMBL408389:0.888268156424581; CHEMBL267329:1.0; CHEMBL264273:0.8846153846153846; CHEMBL2370598:0.888268156424581; CHEMBL273880:0.8920454545454546; CHEMBL437661:0.7819148936170213; CHEMBL384731:0.8920454545454546; CHEMBL2370588:0.888268156424581
CHEMBL121267,CHEMBL278018:0.7727272727272727; CHEMBL331262:0.7604166666666666
CHEMBL338278,CHEMBL331688:0.6071428571428571; CHEMBL332902:0.6355140186915887
CHEMBL120296,CHEMBL121331:0.7419354838709677; CHEMBL340107:0.7840909090909091; CHEMBL332646:0.6976744186046512; CHEMBL331971:0.7176470588235294; CHEMBL331872:0.6868686868686869; CHEMBL421271:0.7311827956989247
CHEMBL121624,CHEMBL330773:0.696969696969697; CHEMBL332601:0.7634408602150538; CHEMBL332128:0.7524752475247525
CHEMBL339879,CHEMBL321761:0.6363636363636364; CHEMBL103750:0.7051282051282052; CHEMBL420728:0.6625; CHEMBL331929:0.6419753086419753; CHEMBL330854:0.6708860759493671
CHEMBL118622,CHEMBL330773:0.7096774193548387; CHEMBL121703:0.6875; CHEMBL420728:0.7176470588235294; CHEMBL331975:0.717391304347826; CHEMBL332902:0.6666666666666666
CHEMBL331929,CHEMBL321761:0.6067415730337079; CHEMBL103750:0.7142857142857143; CHEMBL332601:0.6395348837209303; CHEMBL420728:0.7142857142857143; CHEMBL339879:0.6419753086419753; CHEMBL330854:0.7236842105263158
CHEMBL332128,CHEMBL332601:0.7526881720430108; CHEMBL121624:0.7524752475247525; CHEMBL333930:0.6509433962264151; CHEMBL331975:0.6938775510204082; CHEMBL120021:0.7755102040816326
CHEMBL332902,CHEMBL330773:0.673469387755102; CHEMBL338278:0.6355140186915887; CHEMBL121703:0.6534653465346535; CHEMBL420728:0.6777777777777778; CHEMBL118622:0.6666666666666666; CHEMBL331975:0.6804123711340206
CHEMBL251684,NA
CHEMBL251486,NA
CHEMBL94261,CHEMBL94984:1.0; CHEMBL1788231:0.863013698630137; CHEMBL114012:0.863013698630137; CHEMBL152595:0.863013698630137
CHEMBL422146,CHEMBL152292:0.6617647058823529
CHEMBL428892,CHEMBL93240:1.0; CHEMBL64249:0.6714285714285714; CHEMBL1258987:0.6; CHEMBL1259043:0.618421052631579; CHEMBL1259079:0.6103896103896104; CHEMBL1259112:0.6351351351351351; CHEMBL1259113:0.6351351351351351; CHEMBL64875:0.6714285714285714; CHEMBL303313:0.6714285714285714
CHEMBL152292,CHEMBL422146:0.6617647058823529
CHEMBL152873,CHEMBL13049:0.6172839506172839; CHEMBL151858:1.0; CHEMBL347115:0.726027397260274; CHEMBL345971:1.0; CHEMBL347511:1.0; CHEMBL276255:0.6172839506172839; CHEMBL267543:0.6172839506172839; CHEMBL12654:0.6172839506172839; CHEMBL12389:0.6172839506172839
